Time,Channel A
2.41663999,-0.25641653
2.43711999,-0.31122777
2.45759999,-0.34778893
2.47807998,-0.36610004
2.49855998,-0.38435012
2.51903998,-0.38435012
2.53951998,-0.32953885
2.55999998,-0.27466658
2.58047998,-0.21985534
2.60095998,-0.14673299
2.62143998,-0.11023286
2.64191998,-0.09192175
2.66239998,-0.07367168
2.68287998,-0.07367168
2.70335998,-0.09192175
2.72383998,-0.09192175
2.74431998,-0.14673299
2.76479998,-0.20160528
2.78527998,-0.29297769
2.80575998,-0.38435012
2.82623998,-0.45747244
2.84671998,-0.54884487
2.86719998,-0.60365611
2.88767998,-0.62190616
2.90815998,-0.62190616
2.92863998,-0.58540606
2.94911998,-0.53053379
2.96959998,-0.47572252
2.99007998,-0.43916136
3.01055998,-0.43916136
3.03103998,-0.47572252
3.05151998,-0.54884487
3.07199998,-0.65846735
3.09247998,-0.74983978
3.11295998,-0.78640097
3.13343998,-0.85952330
3.15391998,-0.89608449
3.17439998,-0.91433454
3.19487998,-0.96914577
3.21535998,-0.98745692
3.23583998,-0.98745692
3.25631998,-0.98745692
3.27679998,-0.98745692
3.29727998,-0.96914577
3.31775998,-0.95089573
3.33823998,-0.93264568
3.35871998,-0.93264568
3.37919998,-0.93264568
3.39967998,-0.96914577
3.42015998,-0.98745692
3.44063998,-1.02401805
3.46111998,-1.04226816
3.48159998,-1.07882929
3.50207998,-1.09707940
3.52255998,-1.07882929
3.54303998,-1.07882929
3.56351998,-1.06057930
3.58399998,-1.04226816
3.60447998,-1.00570691
3.62495998,-1.04226816
3.64543998,-1.07882929
3.66591998,-1.09707940
3.68639998,-1.11539054
3.70687998,-1.07882929
3.72735998,-1.07882929
3.74783998,-1.06057930
3.76831998,-1.06057930
3.78879998,-1.06057930
3.80927998,-1.07882929
3.82975998,-1.09707940
3.85023998,-1.11539054
3.87071998,-1.11539054
3.89119998,-1.11539054
3.91167998,-1.07882929
3.93215998,-1.07882929
3.95263998,-1.06057930
3.97311998,-1.06057930
3.99359998,-1.07882929
4.01407998,-1.06057930
4.03455998,-1.00570691
4.05503998,-0.95089573
4.07551998,-0.93264568
4.09599998,-0.91433454
4.11647997,-0.91433454
4.13695997,-0.93264568
4.15743997,-0.93264568
4.17791997,-0.93264568
4.19839997,-0.96914577
4.21887997,-0.96914577
4.23935997,-0.96914577
4.25983997,-0.96914577
4.28031997,-0.93264568
4.30079997,-0.91433454
4.32127997,-0.89608449
4.34175997,-0.84121221
4.36223997,-0.78640097
4.38271997,-0.71333963
4.40319997,-0.64021730
4.42367997,-0.58540606
4.44415997,-0.54884487
4.46463997,-0.53053379
4.48511997,-0.54884487
4.50559997,-0.56709492
4.52607997,-0.60365611
4.54655997,-0.64021730
4.56703997,-0.67677844
4.58751997,-0.69502854
4.60799997,-0.71333963
4.62847997,-0.69502854
4.64895997,-0.65846735
4.66943997,-0.54884487
4.68991997,-0.43916136
4.71039997,-0.32953885
4.73087997,-0.23816645
4.75135997,-0.18329416
4.77183997,-0.16504410
4.79231997,-0.14673299
4.81279997,-0.14673299
4.83327997,-0.16504410
4.85375997,-0.20160528
4.87423997,-0.25641653
4.89471997,-0.31122777
4.91519997,-0.38435012
4.93567997,-0.45747244
4.95615997,-0.53053379
4.97663997,-0.54884487
4.99711997,-0.51228368
5.01759997,-0.45747244
5.03807997,-0.40260017
5.05855997,-0.32953885
5.07903997,-0.25641653
5.09951997,-0.23816645
5.11999997,-0.23816645
5.14047997,-0.23816645
5.16095997,-0.27466658
5.18143997,-0.32953885
5.20191997,-0.42091128
5.22239997,-0.53053379
5.24287997,-0.64021730
5.26335997,-0.71333963
5.28383997,-0.78640097
5.30431997,-0.82296211
5.32479997,-0.85952330
5.34527997,-0.85952330
5.36575997,-0.85952330
5.38623997,-0.84121221
5.40671997,-0.82296211
5.42719997,-0.80471206
5.44767997,-0.78640097
5.46815997,-0.80471206
5.48863997,-0.84121221
5.50911997,-0.85952330
5.52959997,-0.89608449
5.55007997,-0.91433454
5.57055997,-0.93264568
5.59103997,-1.00570691
5.61151997,-1.06057930
5.63199997,-1.07882929
5.65247997,-1.09707940
5.67295997,-1.07882929
5.69343997,-1.06057930
5.71391997,-1.11539054
5.73439997,-1.13364053
5.75487997,-1.13364053
5.77535996,-1.13364053
5.79583996,-1.11539054
5.81631996,-1.07882929
5.83679996,-1.06057930
5.85727996,-1.06057930
5.87775996,-1.07882929
5.89823996,-1.11539054
5.91871996,-1.11539054
5.93919996,-1.11539054
5.95967996,-1.07882929
5.98015996,-1.04226816
6.00063996,-1.00570691
6.02111996,-0.98745692
6.04159996,-0.98745692
6.06207996,-1.04226816
6.08255996,-1.07882929
6.10303996,-1.11539054
6.12351996,-1.11539054
6.14399996,-1.11539054
6.16447996,-1.07882929
6.18495996,-1.06057930
6.20543996,-1.04226816
6.22591996,-1.04226816
6.24639996,-1.07882929
6.26687996,-1.09707940
6.28735996,-1.11539054
6.30783996,-1.11539054
6.32831996,-1.11539054
6.34879996,-1.09707940
6.36927996,-1.07882929
6.38975996,-1.06057930
6.41023996,-1.06057930
6.43071996,-1.02401805
6.45119996,-0.96914577
6.47167996,-0.91433454
6.49215996,-0.89608449
6.51263996,-0.84121221
6.53311996,-0.80471206
6.55359996,-0.76815087
6.57407996,-0.74983978
6.59455996,-0.73158973
6.61503996,-0.71333963
6.63551996,-0.74983978
6.65599996,-0.76815087
6.67647996,-0.78640097
6.69695996,-0.78640097
6.71743996,-0.78640097
6.73791996,-0.76815087
6.75839996,-0.69502854
6.77887996,-0.62190616
6.79935996,-0.47572252
6.81983996,-0.34778893
6.84031996,-0.27466658
6.86079996,-0.20160528
6.88127996,-0.18329416
6.90175996,-0.14673299
6.92223996,-0.14673299
6.94271996,-0.16504410
6.96319996,-0.18329416
6.98367996,-0.20160528
7.00415996,-0.25641653
7.02463996,-0.32953885
7.04511996,-0.38435012
7.06559996,-0.42091128
7.08607996,-0.42091128
7.10655996,-0.38435012
7.12703996,-0.32953885
7.14751996,-0.27466658
7.16799996,-0.23816645
7.18847996,-0.20160528
7.20895996,-0.16504410
7.22943996,-0.16504410
7.24991996,-0.16504410
7.27039996,-0.18329416
7.29087996,-0.21985534
7.31135996,-0.27466658
7.33183996,-0.40260017
7.35231996,-0.53053379
7.37279996,-0.64021730
7.39327996,-0.73158973
7.41375995,-0.78640097
7.43423995,-0.78640097
7.45471995,-0.78640097
7.47519995,-0.78640097
7.49567995,-0.76815087
7.51615995,-0.76815087
7.53663995,-0.74983978
7.55711995,-0.74983978
7.57759995,-0.74983978
7.59807995,-0.76815087
7.61855995,-0.78640097
7.63903995,-0.82296211
7.65951995,-0.85952330
7.67999995,-0.89608449
7.70047995,-0.93264568
7.72095995,-0.98745692
7.74143995,-1.02401805
7.76191995,-1.06057930
7.78239995,-1.06057930
7.80287995,-1.07882929
7.82335995,-1.07882929
7.84383995,-1.07882929
7.86431995,-1.06057930
7.88479995,-1.04226816
7.90527995,-1.02401805
7.92575995,-1.00570691
7.94623995,-1.00570691
7.96671995,-1.04226816
7.98719995,-1.06057930
8.00767995,-1.07882929
8.02815995,-1.11539054
8.04863995,-1.11539054
8.06911995,-1.06057930
8.08959995,-1.04226816
8.11007995,-1.02401805
8.13055995,-1.04226816
8.15103995,-1.07882929
8.17151995,-1.11539054
8.19199995,-1.11539054
8.21247995,-1.11539054
8.23295995,-1.11539054
8.25343995,-1.07882929
8.27391995,-1.06057930
8.29439995,-1.06057930
8.31487995,-1.06057930
8.33535995,-1.07882929
8.35583995,-1.07882929
8.37631995,-1.07882929
8.39679995,-1.11539054
8.41727995,-1.07882929
8.43775995,-1.07882929
8.45823995,-1.07882929
8.47871995,-1.09707940
8.49919995,-1.13364053
8.51967995,-1.13364053
8.54015995,-1.07882929
8.56063995,-1.06057930
8.58111995,-0.98745692
8.60159995,-0.93264568
8.62207995,-0.91433454
8.64255995,-0.89608449
8.66303995,-0.87777334
8.68351995,-0.87777334
8.70399995,-0.87777334
8.72447995,-0.87777334
8.74495995,-0.89608449
8.76543995,-0.91433454
8.78591995,-0.91433454
8.80639995,-0.91433454
8.82687995,-0.91433454
8.84735995,-0.89608449
8.86783995,-0.85952330
8.88831995,-0.84121221
8.90879995,-0.78640097
8.92927995,-0.73158973
8.94975995,-0.65846735
8.97023995,-0.54884487
8.99071995,-0.45747244
9.01119995,-0.38435012
9.03167995,-0.36610004
9.05215994,-0.36610004
9.07263994,-0.40260017
9.09311994,-0.45747244
9.11359994,-0.53053379
9.13407994,-0.58540606
9.15455994,-0.60365611
9.17503994,-0.58540606
9.19551994,-0.54884487
9.21599994,-0.47572252
9.23647994,-0.42091128
9.25695994,-0.34778893
9.27743994,-0.25641653
9.29791994,-0.20160528
9.31839994,-0.16504410
9.33887994,-0.12848292
9.35935994,-0.11023286
9.37983994,-0.11023286
9.40031994,-0.12848292
9.42079994,-0.16504410
9.44127994,-0.23816645
9.46175994,-0.32953885
9.48223994,-0.40260017
9.50271994,-0.47572252
9.52319994,-0.51228368
9.54367994,-0.53053379
9.56415994,-0.53053379
9.58463994,-0.51228368
9.60511994,-0.47572252
9.62559994,-0.43916136
9.64607994,-0.40260017
9.66655994,-0.36610004
9.68703994,-0.34778893
9.70751994,-0.34778893
9.72799994,-0.40260017
9.74847994,-0.47572252
9.76895994,-0.60365611
9.78943994,-0.69502854
9.80991994,-0.76815087
9.83039994,-0.84121221
9.85087994,-0.85952330
9.87135994,-0.89608449
9.89183994,-0.89608449
9.91231994,-0.91433454
9.93279994,-0.91433454
9.95327994,-0.91433454
9.97375994,-0.91433454
9.99423994,-0.89608449
10.01471994,-0.89608449
10.03519994,-0.89608449
10.05567994,-0.89608449
10.07615994,-0.91433454
10.09663994,-0.93264568
10.11711994,-0.98745692
10.13759994,-1.02401805
10.15807994,-1.04226816
10.17855994,-1.06057930
10.19903994,-1.04226816
10.21951994,-1.04226816
10.23999994,-1.06057930
10.26047994,-1.06057930
10.28095994,-1.04226816
10.30143994,-1.02401805
10.32191994,-1.02401805
10.34239994,-1.02401805
10.36287994,-1.04226816
10.38335994,-1.06057930
10.40383994,-1.07882929
10.42431994,-1.07882929
10.44479994,-1.07882929
10.46527994,-1.06057930
10.48575994,-1.04226816
10.50623994,-0.98745692
10.52671994,-0.96914577
10.54719994,-0.98745692
10.56767994,-1.02401805
10.58815994,-1.04226816
10.60863994,-1.06057930
10.62911994,-1.04226816
10.64959994,-1.04226816
10.67007994,-1.04226816
10.69055994,-1.04226816
10.71103993,-1.04226816
10.73151993,-1.00570691
10.75199993,-0.98745692
10.77247993,-0.95089573
10.79295993,-0.93264568
10.81343993,-0.93264568
10.83391993,-0.93264568
10.85439993,-0.93264568
10.87487993,-0.96914577
10.89535993,-0.98745692
10.91583993,-0.98745692
10.93631993,-0.96914577
10.95679993,-0.93264568
10.97727993,-0.91433454
10.99775993,-0.87777334
11.01823993,-0.84121221
11.03871993,-0.80471206
11.05919993,-0.73158973
11.07967993,-0.65846735
11.10015993,-0.56709492
11.12063993,-0.49397260
11.14111993,-0.47572252
11.16159993,-0.47572252
11.18207993,-0.53053379
11.20255993,-0.56709492
11.22303993,-0.60365611
11.24351993,-0.62190616
11.26399993,-0.62190616
11.28447993,-0.62190616
11.30495993,-0.58540606
11.32543993,-0.54884487
11.34591993,-0.45747244
11.36639993,-0.38435012
11.38687993,-0.29297769
11.40735993,-0.20160528
11.42783993,-0.16504410
11.44831993,-0.12848292
11.46879993,-0.11023286
11.48927993,-0.11023286
11.50975993,-0.14673299
11.53023993,-0.18329416
11.55071993,-0.23816645
11.57119993,-0.31122777
11.59167993,-0.36610004
11.61215993,-0.42091128
11.63263993,-0.45747244
11.65311993,-0.47572252
11.67359993,-0.47572252
11.69407993,-0.45747244
11.71455993,-0.43916136
11.73503993,-0.38435012
11.75551993,-0.32953885
11.77599993,-0.29297769
11.79647993,-0.25641653
11.81695993,-0.29297769
11.83743993,-0.32953885
11.85791993,-0.40260017
11.87839993,-0.49397260
11.89887993,-0.62190616
11.91935993,-0.71333963
11.93983993,-0.76815087
11.96031993,-0.78640097
11.98079993,-0.84121221
12.00127993,-0.84121221
12.02175993,-0.85952330
12.04223993,-0.85952330
12.06271993,-0.84121221
12.08319993,-0.84121221
12.10367993,-0.84121221
12.12415993,-0.82296211
12.14463993,-0.80471206
12.16511993,-0.82296211
12.18559993,-0.84121221
12.20607993,-0.85952330
12.22655993,-0.89608449
12.24703993,-0.93264568
12.26751993,-0.96914577
12.28799993,-1.02401805
12.30847993,-1.06057930
12.32895993,-1.09707940
12.34943992,-1.07882929
12.36991992,-1.07882929
12.39039992,-1.06057930
12.41087992,-1.06057930
12.43135992,-1.04226816
12.45183992,-1.04226816
12.47231992,-1.04226816
12.49279992,-1.04226816
12.51327992,-1.04226816
12.53375992,-1.04226816
12.55423992,-1.04226816
12.57471992,-1.04226816
12.59519992,-1.06057930
12.61567992,-1.07882929
12.63615992,-1.07882929
12.65663992,-1.07882929
12.67711992,-1.07882929
12.69759992,-1.06057930
12.71807992,-1.04226816
12.73855992,-1.02401805
12.75903992,-1.02401805
12.77951992,-1.06057930
12.79999992,-1.07882929
12.82047992,-1.07882929
12.84095992,-1.06057930
12.86143992,-1.04226816
12.88191992,-1.04226816
12.90239992,-1.00570691
12.92287992,-1.00570691
12.94335992,-1.04226816
12.96383992,-1.04226816
12.98431992,-1.06057930
13.00479992,-1.07882929
13.02527992,-1.07882929
13.04575992,-1.07882929
13.06623992,-1.06057930
13.08671992,-1.04226816
13.10719992,-1.00570691
13.12767992,-0.96914577
13.14815992,-0.93264568
13.16863992,-0.89608449
13.18911992,-0.85952330
13.20959992,-0.84121221
13.23007992,-0.82296211
13.25055992,-0.82296211
13.27103992,-0.80471206
13.29151992,-0.82296211
13.31199992,-0.82296211
13.33247992,-0.82296211
13.35295992,-0.84121221
13.37343992,-0.84121221
13.39391992,-0.84121221
13.41439992,-0.82296211
13.43487992,-0.78640097
13.45535992,-0.74983978
13.47583992,-0.67677844
13.49631992,-0.54884487
13.51679992,-0.42091128
13.53727992,-0.32953885
13.55775992,-0.27466658
13.57823992,-0.25641653
13.59871992,-0.23816645
13.61919992,-0.23816645
13.63967992,-0.25641653
13.66015992,-0.31122777
13.68063992,-0.32953885
13.70111992,-0.38435012
13.72159992,-0.40260017
13.74207992,-0.43916136
13.76255992,-0.43916136
13.78303992,-0.40260017
13.80351992,-0.34778893
13.82399992,-0.29297769
13.84447992,-0.21985534
13.86495992,-0.18329416
13.88543992,-0.14673299
13.90591992,-0.12848292
13.92639992,-0.14673299
13.94687992,-0.14673299
13.96735992,-0.18329416
13.98783991,-0.23816645
14.00831991,-0.31122777
14.02879991,-0.38435012
14.04927991,-0.47572252
14.06975991,-0.56709492
14.09023991,-0.64021730
14.11071991,-0.69502854
14.13119991,-0.69502854
14.15167991,-0.69502854
14.17215991,-0.67677844
14.19263991,-0.64021730
14.21311991,-0.62190616
14.23359991,-0.60365611
14.25407991,-0.62190616
14.27455991,-0.65846735
14.29503991,-0.69502854
14.31551991,-0.76815087
14.33599991,-0.80471206
14.35647991,-0.84121221
14.37695991,-0.87777334
14.39743991,-0.91433454
14.41791991,-0.96914577
14.43839991,-0.98745692
14.45887991,-1.02401805
14.47935991,-1.04226816
14.49983991,-1.04226816
14.52031991,-1.04226816
14.54079991,-1.02401805
14.56127991,-1.00570691
14.58175991,-1.00570691
14.60223991,-0.98745692
14.62271991,-0.98745692
14.64319991,-1.00570691
14.66367991,-1.04226816
14.68415991,-1.04226816
14.70463991,-1.07882929
14.72511991,-1.11539054
14.74559991,-1.07882929
14.76607991,-1.06057930
14.78655991,-1.04226816
14.80703991,-1.00570691
14.82751991,-0.98745692
14.84799991,-0.98745692
14.86847991,-1.02401805
14.88895991,-1.06057930
14.90943991,-1.07882929
14.92991991,-1.07882929
14.95039991,-1.07882929
14.97087991,-1.06057930
14.99135991,-1.06057930
15.01183991,-1.06057930
15.03231991,-1.07882929
15.05279991,-1.09707940
15.07327991,-1.11539054
15.09375991,-1.11539054
15.11423991,-1.07882929
15.13471991,-1.07882929
15.15519991,-1.06057930
15.17567991,-1.06057930
15.19615991,-1.06057930
15.21663991,-1.07882929
15.23711991,-1.06057930
15.25759991,-1.02401805
15.27807991,-0.96914577
15.29855991,-0.93264568
15.31903991,-0.91433454
15.33951991,-0.89608449
15.35999991,-0.89608449
15.38047991,-0.89608449
15.40095991,-0.89608449
15.42143991,-0.89608449
15.44191991,-0.89608449
15.46239991,-0.91433454
15.48287991,-0.91433454
15.50335991,-0.89608449
15.52383991,-0.89608449
15.54431991,-0.85952330
15.56479991,-0.82296211
15.58527991,-0.76815087
15.60575991,-0.67677844
15.62623991,-0.60365611
15.64671990,-0.51228368
15.66719990,-0.45747244
15.68767990,-0.40260017
15.70815990,-0.38435012
15.72863990,-0.38435012
15.74911990,-0.40260017
15.76959990,-0.43916136
15.79007990,-0.47572252
15.81055990,-0.54884487
15.83103990,-0.58540606
15.85151990,-0.60365611
15.87199990,-0.58540606
15.89247990,-0.53053379
15.91295990,-0.45747244
15.93343990,-0.38435012
15.95391990,-0.31122777
15.97439990,-0.25641653
15.99487990,-0.20160528
16.01535990,-0.18329416
16.03583990,-0.20160528
16.05631990,-0.20160528
16.07679990,-0.21985534
16.09727990,-0.27466658
16.11775990,-0.32953885
16.13823990,-0.40260017
16.15871990,-0.49397260
16.17919990,-0.60365611
16.19967990,-0.64021730
16.22015990,-0.67677844
16.24063990,-0.65846735
16.26111990,-0.64021730
16.28159990,-0.60365611
16.30207990,-0.54884487
16.32255990,-0.51228368
16.34303990,-0.49397260
16.36351990,-0.47572252
16.38399990,-0.53053379
16.40447990,-0.54884487
16.42495990,-0.62190616
16.44543990,-0.67677844
16.46591990,-0.73158973
16.48639990,-0.78640097
16.50687990,-0.85952330
16.52735990,-0.89608449
16.54783990,-0.91433454
16.56831990,-0.91433454
16.58879990,-0.93264568
16.60927990,-0.91433454
16.62975990,-0.91433454
16.65023990,-0.91433454
16.67071990,-0.91433454
16.69119990,-0.91433454
16.71167990,-0.89608449
16.73215990,-0.89608449
16.75263990,-0.91433454
16.77311990,-0.93264568
16.79359990,-0.96914577
16.81407990,-1.00570691
16.83455990,-1.06057930
16.85503990,-1.07882929
16.87551990,-1.07882929
16.89599990,-1.07882929
16.91647990,-1.09707940
16.93695990,-1.09707940
16.95743990,-1.11539054
16.97791990,-1.11539054
16.99839990,-1.11539054
17.01887990,-1.11539054
17.03935990,-1.07882929
17.05983990,-1.06057930
17.08031990,-1.06057930
17.10079990,-1.06057930
17.12127990,-1.07882929
17.14175990,-1.11539054
17.16223990,-1.11539054
17.18271990,-1.11539054
17.20319990,-1.07882929
17.22367990,-1.04226816
17.24415990,-1.02401805
17.26463990,-1.04226816
17.28511989,-1.04226816
17.30559989,-1.07882929
17.32607989,-1.11539054
17.34655989,-1.11539054
17.36703989,-1.07882929
17.38751989,-1.06057930
17.40799989,-1.04226816
17.42847989,-1.00570691
17.44895989,-1.00570691
17.46943989,-1.00570691
17.48991989,-1.00570691
17.51039989,-1.02401805
17.53087989,-1.04226816
17.55135989,-1.04226816
17.57183989,-1.04226816
17.59231989,-1.02401805
17.61279989,-1.02401805
17.63327989,-1.00570691
17.65375989,-0.98745692
17.67423989,-0.95089573
17.69471989,-0.91433454
17.71519989,-0.89608449
17.73567989,-0.84121221
17.75615989,-0.82296211
17.77663989,-0.76815087
17.79711989,-0.73158973
17.81759989,-0.69502854
17.83807989,-0.69502854
17.85855989,-0.69502854
17.87903989,-0.71333963
17.89951989,-0.74983978
17.91999989,-0.74983978
17.94047989,-0.74983978
17.96095989,-0.74983978
17.98143989,-0.71333963
18.00191989,-0.67677844
18.02239989,-0.58540606
18.04287989,-0.47572252
18.06335989,-0.40260017
18.08383989,-0.31122777
18.10431989,-0.23816645
18.12479989,-0.20160528
18.14527989,-0.16504410
18.16575989,-0.16504410
18.18623989,-0.16504410
18.20671989,-0.20160528
18.22719989,-0.23816645
18.24767989,-0.29297769
18.26815989,-0.34778893
18.28863989,-0.40260017
18.30911989,-0.42091128
18.32959989,-0.42091128
18.35007989,-0.40260017
18.37055989,-0.36610004
18.39103989,-0.32953885
18.41151989,-0.31122777
18.43199989,-0.25641653
18.45247989,-0.23816645
18.47295989,-0.23816645
18.49343989,-0.23816645
18.51391989,-0.25641653
18.53439989,-0.31122777
18.55487989,-0.38435012
18.57535989,-0.49397260
18.59583989,-0.62190616
18.61631989,-0.71333963
18.63679989,-0.76815087
18.65727989,-0.80471206
18.67775989,-0.82296211
18.69823989,-0.82296211
18.71871989,-0.84121221
18.73919989,-0.82296211
18.75967989,-0.84121221
18.78015989,-0.82296211
18.80063989,-0.82296211
18.82111989,-0.82296211
18.84159989,-0.84121221
18.86207989,-0.85952330
18.88255989,-0.87777334
18.90303989,-0.89608449
18.92351988,-0.93264568
18.94399988,-0.96914577
18.96447988,-0.98745692
18.98495988,-1.04226816
19.00543988,-1.06057930
19.02591988,-1.07882929
19.04639988,-1.09707940
19.06687988,-1.07882929
19.08735988,-1.07882929
19.10783988,-1.06057930
19.12831988,-1.04226816
19.14879988,-1.04226816
19.16927988,-1.04226816
19.18975988,-1.04226816
19.21023988,-1.06057930
19.23071988,-1.06057930
19.25119988,-1.07882929
19.27167988,-1.07882929
19.29215988,-1.04226816
19.31263988,-1.00570691
19.33311988,-1.00570691
19.35359988,-1.04226816
19.37407988,-1.06057930
19.39455988,-1.06057930
19.41503988,-1.06057930
19.43551988,-1.06057930
19.45599988,-1.06057930
19.47647988,-1.06057930
19.49695988,-1.04226816
19.51743988,-1.04226816
19.53791988,-1.04226816
19.55839988,-1.02401805
19.57887988,-1.04226816
19.59935988,-1.04226816
19.61983988,-1.04226816
19.64031988,-1.04226816
19.66079988,-1.04226816
19.68127988,-1.06057930
19.70175988,-1.06057930
19.72223988,-1.06057930
19.74271988,-1.06057930
19.76319988,-1.04226816
19.78367988,-0.98745692
19.80415988,-0.93264568
19.82463988,-0.91433454
19.84511988,-0.87777334
19.86559988,-0.85952330
19.88607988,-0.82296211
19.90655988,-0.78640097
19.92703988,-0.78640097
19.94751988,-0.76815087
19.96799988,-0.78640097
19.98847988,-0.80471206
20.00895988,-0.82296211
20.02943988,-0.82296211
20.04991988,-0.82296211
20.07039988,-0.82296211
20.09087988,-0.78640097
20.11135988,-0.76815087
20.13183988,-0.73158973
20.15231988,-0.67677844
20.17279988,-0.60365611
20.19327988,-0.49397260
20.21375988,-0.40260017
20.23423988,-0.32953885
20.25471988,-0.31122777
20.27519988,-0.29297769
20.29567988,-0.31122777
20.31615988,-0.32953885
20.33663988,-0.38435012
20.35711988,-0.45747244
20.37759988,-0.49397260
20.39807988,-0.53053379
20.41855988,-0.53053379
20.43903988,-0.51228368
20.45951988,-0.49397260
20.47999988,-0.45747244
20.50047988,-0.40260017
20.52095988,-0.34778893
20.54143988,-0.29297769
20.56191988,-0.23816645
20.58239987,-0.20160528
20.60287987,-0.20160528
20.62335987,-0.20160528
20.64383987,-0.25641653
20.66431987,-0.31122777
20.68479987,-0.40260017
20.70527987,-0.49397260
20.72575987,-0.58540606
20.74623987,-0.64021730
20.76671987,-0.67677844
20.78719987,-0.67677844
20.80767987,-0.69502854
20.82815987,-0.69502854
20.84863987,-0.69502854
20.86911987,-0.67677844
20.88959987,-0.65846735
20.91007987,-0.62190616
20.93055987,-0.62190616
20.95103987,-0.62190616
20.97151987,-0.64021730
20.99199987,-0.69502854
21.01247987,-0.74983978
21.03295987,-0.80471206
21.05343987,-0.84121221
21.07391987,-0.87777334
21.09439987,-0.89608449
21.11487987,-0.93264568
21.13535987,-0.95089573
21.15583987,-0.95089573
21.17631987,-0.95089573
21.19679987,-0.93264568
21.21727987,-0.93264568
21.23775987,-0.93264568
21.25823987,-0.93264568
21.27871987,-0.93264568
21.29919987,-0.91433454
21.31967987,-0.95089573
21.34015987,-0.96914577
21.36063987,-0.98745692
21.38111987,-1.02401805
21.40159987,-1.04226816
21.42207987,-1.06057930
21.44255987,-1.06057930
21.46303987,-1.07882929
21.48351987,-1.07882929
21.50399987,-1.06057930
21.52447987,-1.04226816
21.54495987,-1.04226816
21.56543987,-1.04226816
21.58591987,-1.06057930
21.60639987,-1.06057930
21.62687987,-1.06057930
21.64735987,-1.06057930
21.66783987,-1.06057930
21.68831987,-1.04226816
21.70879987,-1.04226816
21.72927987,-1.04226816
21.74975987,-1.04226816
21.77023987,-1.04226816
21.79071987,-1.06057930
21.81119987,-1.07882929
21.83167987,-1.07882929
21.85215987,-1.06057930
21.87263987,-1.04226816
21.89311987,-1.04226816
21.91359987,-1.02401805
21.93407987,-1.00570691
21.95455987,-0.98745692
21.97503987,-0.96914577
21.99551987,-0.93264568
